social_class,race,age,sex,college_degree,income_category,religion,religious_service_freq,party_id_3cat,party_id_7cat,ft_hillary_clinton,ft_donald_trump,ft_libertarian_pres_cand,ft_green_pres_cand,ft_john_roberts,ft_pope_francis,ft_christian_fundamentalists,ft_feminists,ft_liberals,ft_labor_unions,ft_poor_people,ft_big_business,ft_conservatives,ft_us_supreme_court,ft_gay_men_and_lesbians,ft_congress,ft_rich_people,ft_muslims,ft_christians,ft_jews,ft_tea_party,ft_police,ft_transgender_people,ft_scientists,ft_black_lives_matter
Middle Class,White,32,Male,College Degree,Between $100k and $250k,Undifferentiated Christian,Once or Twice a Month,Independent,"Independent, leans Republican",30,15,60,50,40,60,40,50,40,40,70,40,60,40,85,40,30,70,70,70,30,60,50,85,40
Working Class,Asian/Pacific Islander,NA,Male,College Degree,More than $250k,Evangelical Protestant,Almost Every Week,Independent,"Independent, leans Republican",40,70,50,30,50,50,50,60,40,30,60,40,60,40,50,50,40,40,70,50,50,70,50,70,30
Working Class,White,59,Female,No College Degree,Less than $50k,Not Religious,NA,Republican,Strong Republican,0,100,30,30,70,100,50,50,50,40,50,50,50,60,50,40,50,50,50,50,50,85,50,70,0
Middle Class,White,79,NA,No College Degree,Less than $50k,Mainline Protestant,Almost Every Week,Republican,Weak Republican,50,85,70,50,70,85,85,50,50,100,100,60,60,85,0,40,70,50,100,85,60,85,15,100,0
Working Class,Asian/Pacific Islander,37,Female,No College Degree,Between $50k and $100k,Roman Catholic,A Few Times a Year,Independent,"Independent, leans Democrat",50,50,NA,NA,NA,85,50,50,50,85,85,60,50,100,85,70,50,50,85,50,50,100,50,85,100
Middle Class,Black,76,Female,College Degree,Less than $50k,Mainline Protestant,Every Week,Democrat,Strong Democrat,100,0,50,50,85,100,50,100,60,70,100,60,30,85,70,50,50,85,100,100,30,100,70,85,100
Middle Class,White,48,Female,College Degree,More than $250k,Undifferentiated Christian,Once or Twice a Month,Republican,Strong Republican,0,100,50,50,50,40,50,50,40,30,85,60,100,30,85,30,85,50,100,100,50,100,50,60,15
Middle Class,Other,66,Female,No College Degree,Less than $50k,Mainline Protestant,Every Week,Democrat,Strong Democrat,85,0,NA,NA,50,NA,50,NA,50,100,100,15,50,85,0,85,50,NA,100,50,NA,60,0,70,100
NA,White,54,Male,No College Degree,More than $250k,Undifferentiated Christian,Every Week,Republican,Strong Republican,30,60,55,50,50,50,40,35,50,15,60,75,50,75,50,30,50,50,50,50,45,70,50,85,15
Working Class,White,60,Female,College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans Republican",30,70,NA,NA,NA,NA,70,40,50,60,60,30,50,60,50,60,40,30,70,50,60,60,50,50,50
Middle Class,White,26,Male,No College Degree,Less than $50k,Undifferentiated Christian,Almost Every Week,Republican,Weak Republican,15,85,3,50,50,85,50,40,30,85,50,60,60,60,60,70,70,40,70,50,50,85,60,60,30
NA,White,66,Female,College Degree,Less than $50k,Roman Catholic,NA,Independent,"Independent, leans Republican",0,85,NA,NA,70,100,60,50,85,85,70,40,85,60,85,30,40,30,85,85,30,85,85,85,85
NA,Hispanic,42,Female,No College Degree,Between $50k and $100k,Roman Catholic,NA,Democrat,Strong Democrat,70,30,50,50,50,50,50,60,85,70,100,50,30,60,100,40,50,85,100,85,30,100,100,85,70
NA,Hispanic,33,Female,College Degree,Less than $50k,Not Religious,NA,Democrat,Weak Democrat,70,0,50,50,50,70,50,50,50,60,50,40,15,50,50,50,50,50,50,50,30,50,50,70,60
NA,White,21,Male,No College Degree,Less than $50k,Not Religious,NA,Republican,Weak Republican,0,100,50,NA,50,0,50,60,40,70,100,70,50,40,100,40,40,50,50,50,50,30,70,40,0
Working Class,White,47,Male,No College Degree,Between $50k and $100k,Evangelical Protestant,Almost Every Week,Independent,"Independent, leans Republican",15,85,85,NA,70,85,70,70,30,70,100,85,85,70,70,70,85,40,85,85,70,85,70,70,40
Working Class,White,52,Female,No College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Weak Democrat,70,30,70,70,NA,85,30,70,85,60,70,50,40,50,85,50,50,70,60,85,40,70,60,70,60
NA,Hispanic,52,Male,No College Degree,Less than $50k,Roman Catholic,NA,Democrat,Weak Democrat,70,40,NA,30,NA,85,50,40,50,85,50,70,50,40,50,40,50,50,50,50,30,50,50,50,50
Working Class,Hispanic,35,Male,College Degree,Between $50k and $100k,Undifferentiated Christian,Every Week,Independent,"Independent, leans Democrat",60,40,50,50,50,85,30,60,70,30,70,30,40,50,60,50,50,60,85,70,30,70,40,70,70
Working Class,White,55,Male,No College Degree,More than $250k,Roman Catholic,NA,Independent,"Independent, leans Republican",30,60,60,NA,NA,85,50,50,50,40,50,50,50,70,50,15,50,50,85,50,40,85,50,50,15
Working Class,White,61,Female,College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans Democrat",85,30,70,50,50,100,30,100,70,70,100,60,85,70,100,65,70,100,85,100,40,100,100,85,60
Lower Class,Hispanic,54,Male,No College Degree,Less than $50k,Roman Catholic,Almost Every Week,Independent,"Independent, leans Democrat",60,50,99,99,99,85,30,50,40,40,85,15,60,30,15,30,60,30,60,100,NA,70,100,60,NA
NA,White,36,Female,No College Degree,Less than $50k,Mainline Protestant,Every Week,Independent,"Independent, leans neither",85,0,50,30,50,70,50,50,50,30,50,15,50,40,40,30,50,70,85,85,50,85,40,85,40
NA,White,57,Female,No College Degree,Between $50k and $100k,Undifferentiated Christian,Once or Twice a Month,Republican,Strong Republican,0,70,70,50,50,85,50,50,50,60,70,50,50,60,50,60,50,50,85,60,60,70,50,70,50
Working Class,White,82,Male,College Degree,Between $50k and $100k,Other Religion,NA,Republican,Strong Republican,0,85,NA,60,70,85,30,50,15,30,60,50,50,70,70,40,50,0,85,70,60,85,60,70,30
Lower Class,White,72,Male,No College Degree,Less than $50k,Mainline Protestant,NA,Democrat,Strong Democrat,100,0,50,NA,50,70,30,70,40,100,50,40,40,70,40,15,15,15,NA,60,30,85,30,60,30
NA,Hispanic,56,Female,College Degree,More than $250k,Roman Catholic,NA,Democrat,Weak Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower Class,Other,80,Male,No College Degree,Less than $50k,Mainline Protestant,Once or Twice a Month,Independent,"Independent, leans Democrat",85,15,NA,40,70,100,70,70,50,40,70,70,70,85,85,60,85,70,70,70,40,85,70,85,70
Middle Class,Hispanic,52,Male,No College Degree,Between $50k and $100k,Evangelical Protestant,Almost Every Week,Democrat,Strong Democrat,85,30,50,60,70,50,70,30,60,85,70,40,85,70,60,50,40,60,70,60,50,60,50,60,70
Middle Class,Hispanic,21,Female,No College Degree,Less than $50k,Evangelical Protestant,Every Week,Independent,"Independent, leans Republican",30,60,NA,NA,NA,NA,50,50,60,60,50,60,50,50,30,50,40,40,85,30,15,70,40,15,60
Lower Class,White,28,Male,No College Degree,Less than $50k,Not Religious,NA,Democrat,Weak Democrat,30,0,50,50,50,50,50,50,50,50,100,50,50,50,50,50,30,50,50,50,50,50,50,50,50
NA,Hispanic,20,Female,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans neither",60,30,NA,NA,50,50,50,70,50,50,60,30,50,50,50,50,40,15,15,50,50,50,15,70,50
Middle Class,White,55,Male,No College Degree,Less than $50k,Evangelical Protestant,Every Week,Republican,Weak Republican,70,85,NA,70,70,NA,40,50,50,50,50,70,30,60,0,70,50,0,100,30,50,70,0,70,30
Middle Class,White,47,Female,College Degree,Between $100k and $250k,Roman Catholic,A Few Times a Year,Democrat,Weak Democrat,85,0,50,50,50,100,NA,NA,NA,30,NA,85,NA,60,NA,70,NA,NA,NA,NA,NA,NA,NA,100,NA
Middle Class,White,85,Female,College Degree,Less than $50k,Evangelical Protestant,NA,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,73,Female,No College Degree,Less than $50k,Undifferentiated Christian,Almost Every Week,Democrat,Strong Democrat,60,50,NA,50,60,100,60,85,60,100,70,40,70,70,85,0,40,85,100,85,15,100,85,100,0
Working Class,White,27,Female,No College Degree,Between $50k and $100k,Roman Catholic,A Few Times a Year,Independent,"Independent, leans Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,41,Female,No College Degree,Less than $50k,Undifferentiated Christian,A Few Times a Year,Democrat,Weak Democrat,0,70,NA,NA,NA,50,50,40,30,70,50,30,30,40,100,15,50,40,100,50,50,100,15,85,0
Middle Class,White,27,Male,College Degree,Between $100k and $250k,Undifferentiated Christian,Every Week,Republican,Weak Republican,15,70,50,50,60,85,85,50,30,40,50,50,85,60,40,40,50,50,85,50,40,70,40,70,40
Working Class,White,75,Male,College Degree,Less than $50k,Mainline Protestant,Once or Twice a Month,Independent,"Independent, leans Democrat",50,50,60,70,60,60,40,50,40,60,50,50,50,50,40,50,50,40,50,50,40,60,40,70,50
Lower Class,White,45,Female,No College Degree,Less than $50k,Undifferentiated Christian,Once or Twice a Month,Independent,"Independent, leans Democrat",85,60,NA,NA,NA,NA,40,70,70,NA,70,60,40,60,50,70,85,NA,70,NA,50,85,NA,70,40
Working Class,White,66,Male,College Degree,Between $50k and $100k,Roman Catholic,Every Week,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,51,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,Almost Every Week,Republican,Strong Republican,0,100,50,0,70,50,70,50,15,60,70,70,85,0,50,30,50,30,100,50,50,100,50,85,0
NA,White,58,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,Once or Twice a Month,Democrat,Weak Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,34,Male,No College Degree,Between $100k and $250k,Not Religious,NA,Independent,"Independent, leans Republican",0,70,85,NA,30,30,0,0,15,50,50,60,60,30,NA,15,50,15,50,50,40,60,50,85,0
Lower Class,Other,80,Male,College Degree,Less than $50k,Evangelical Protestant,Every Week,Republican,Strong Republican,15,85,15,15,60,70,50,50,15,30,50,70,85,60,50,30,85,50,70,70,70,85,50,70,15
Working Class,Other,26,Male,No College Degree,Less than $50k,Evangelical Protestant,A Few Times a Year,Independent,"Independent, leans Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,48,Female,No College Degree,Less than $50k,Evangelical Protestant,Once or Twice a Month,Independent,"Independent, leans Republican",30,100,NA,50,50,50,60,30,0,50,60,50,50,50,15,40,30,15,100,100,50,60,0,40,60
Middle Class,White,35,Female,College Degree,Between $100k and $250k,Roman Catholic,Every Week,Other,"Independent, leans Republican",0,70,NA,NA,NA,100,50,40,40,30,85,50,70,50,50,50,50,60,85,70,50,100,50,60,30
NA,White,76,Female,No College Degree,Between $50k and $100k,Roman Catholic,NA,Independent,"Independent, leans Republican",15,70,NA,NA,60,85,50,50,50,60,60,50,50,50,50,30,60,30,60,50,50,85,50,60,40
Upper Class,Asian/Pacific Islander,33,Female,College Degree,More than $250k,Not Religious,NA,Independent,"Independent, leans Republican",85,0,15,15,50,100,50,60,50,50,50,50,50,70,50,50,50,50,50,50,15,50,50,85,50
Middle Class,White,48,Female,College Degree,Between $50k and $100k,Evangelical Protestant,Almost Every Week,Republican,Strong Republican,0,70,NA,50,50,40,70,70,15,50,85,50,100,70,40,60,50,40,100,85,85,85,40,85,15
Lower Class,White,29,Male,College Degree,Between $100k and $250k,Roman Catholic,Every Week,Independent,"Independent, leans neither",30,0,40,50,15,50,40,15,50,30,50,40,40,30,70,40,50,50,50,50,50,85,50,60,30
Lower Class,Hispanic,67,Female,College Degree,Less than $50k,Roman Catholic,Almost Every Week,Democrat,Strong Democrat,85,0,50,50,50,100,40,70,85,60,85,40,40,85,70,40,60,85,70,85,0,85,70,85,85
Working Class,White,39,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,Every Week,Independent,"Independent, leans Republican",50,60,50,50,50,50,40,50,50,50,85,50,60,70,NA,50,50,50,85,70,50,70,50,70,NA
Lower Class,White,27,Male,College Degree,Between $100k and $250k,Roman Catholic,Almost Every Week,Republican,Strong Republican,0,60,15,15,50,100,50,100,30,85,60,40,100,40,100,30,85,85,100,100,40,100,100,50,85
NA,White,71,Male,No College Degree,Between $100k and $250k,Evangelical Protestant,A Few Times a Year,Independent,"Independent, leans Republican",15,70,50,15,70,60,50,40,30,30,85,60,85,60,40,15,60,50,100,60,50,100,40,50,50
Middle Class,White,42,Female,College Degree,Between $100k and $250k,Mainline Protestant,A Few Times a Year,Democrat,Weak Democrat,60,30,50,NA,50,70,60,70,60,70,70,70,60,60,70,60,60,70,10,70,60,100,85,85,40
Middle Class,White,36,Female,College Degree,Between $100k and $250k,Jewish,A Few Times a Year,Democrat,Weak Democrat,100,5,30,10,30,50,30,50,50,50,50,50,50,50,50,50,50,50,50,50,30,10,50,50,50
NA,Hispanic,53,Female,No College Degree,Less than $50k,Roman Catholic,Once or Twice a Month,Independent,"Independent, leans Republican",40,60,NA,NA,15,100,70,30,50,100,100,100,100,100,70,100,50,0,100,50,0,0,30,50,NA
Lower Class,Hispanic,21,Female,No College Degree,Less than $50k,Roman Catholic,Once or Twice a Month,Independent,"Independent, leans Democrat",85,40,50,50,50,60,0,85,85,60,50,50,50,85,85,50,50,30,50,85,60,70,85,85,60
Lower Class,White,35,Male,College Degree,Between $50k and $100k,Not Religious,NA,Democrat,Strong Democrat,100,0,30,50,40,85,30,100,85,100,100,30,30,100,100,30,30,85,70,100,15,100,100,100,100
NA,White,66,Female,College Degree,Less than $50k,Roman Catholic,Every Week,Democrat,Weak Democrat,70,15,NA,NA,60,100,40,50,50,50,50,40,50,60,50,40,50,50,70,50,50,85,50,50,50
Middle Class,White,49,Female,College Degree,Between $100k and $250k,Evangelical Protestant,Once or Twice a Month,Republican,Strong Republican,0,70,40,50,70,50,70,40,15,40,70,70,85,30,70,40,50,30,100,50,70,85,50,50,0
Middle Class,Hispanic,68,Female,No College Degree,Between $50k and $100k,Roman Catholic,NA,Democrat,Weak Democrat,100,0,NA,50,50,85,50,50,50,40,70,50,50,50,50,40,50,50,60,50,50,40,50,60,60
Working Class,Hispanic,63,Male,No College Degree,Less than $50k,Roman Catholic,NA,Republican,Strong Republican,0,100,NA,NA,NA,100,60,NA,15,50,85,30,30,30,NA,15,NA,0,85,NA,85,100,NA,70,NA
Middle Class,White,88,Female,College Degree,Between $50k and $100k,Evangelical Protestant,Every Week,Republican,Strong Republican,0,85,NA,NA,60,50,70,15,0,60,85,50,100,40,0,60,70,0,100,100,60,100,0,70,0
NA,White,23,Male,No College Degree,Less than $50k,Undifferentiated Christian,A Few Times a Year,Republican,Weak Republican,50,100,50,50,50,50,70,70,40,85,70,60,70,70,70,50,50,70,70,70,70,70,70,50,70
NA,Asian/Pacific Islander,71,Female,College Degree,Between $100k and $250k,Other Religion,NA,Democrat,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,NA,Male,No College Degree,Less than $50k,Other Religion,Every Week,No Preference,"Independent, leans neither",30,50,60,NA,NA,50,NA,50,30,40,50,40,70,40,30,40,50,40,NA,50,50,40,30,60,50
Middle Class,Hispanic,20,Male,No College Degree,Less than $50k,Not Religious,NA,NA,"Independent, leans Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Black,55,Male,No College Degree,Between $50k and $100k,Evangelical Protestant,Once or Twice a Month,Independent,"Independent, leans Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,Hispanic,65,Male,No College Degree,Less than $50k,Roman Catholic,A Few Times a Year,Republican,Weak Republican,50,100,NA,NA,NA,100,NA,NA,NA,70,70,80,NA,50,NA,0,0,0,0,100,NA,NA,NA,80,0
NA,White,27,Female,No College Degree,Between $50k and $100k,Mainline Protestant,A Few Times a Year,Independent,"Independent, leans Republican",60,30,60,NA,NA,70,50,50,50,70,60,60,50,50,85,40,40,50,70,50,NA,70,70,60,60
Middle Class,Other,69,Female,College Degree,Between $50k and $100k,Mainline Protestant,A Few Times a Year,Republican,Strong Republican,0,70,NA,30,50,85,85,70,40,40,85,70,60,60,70,70,50,70,100,85,50,85,50,85,50
Middle Class,Black,26,Female,No College Degree,Less than $50k,Undifferentiated Christian,NA,Independent,"Independent, leans Democrat",60,40,NA,NA,50,100,40,100,100,50,100,85,100,70,100,40,50,100,70,100,50,30,100,60,100
Working Class,White,65,Male,No College Degree,Between $50k and $100k,Undifferentiated Christian,NA,Independent,"Independent, leans Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,66,Female,No College Degree,Less than $50k,Evangelical Protestant,Every Week,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Working Class,White,42,Female,No College Degree,Between $100k and $250k,Not Religious,NA,Republican,Weak Republican,30,15,60,60,50,85,40,70,60,70,100,30,60,85,100,50,60,100,85,100,70,100,100,85,70
NA,White,74,Male,College Degree,Between $50k and $100k,Roman Catholic,NA,Independent,"Independent, leans Republican",60,85,50,NA,70,100,50,70,70,40,60,70,70,70,50,60,60,50,60,60,70,100,60,50,30
Lower Class,Asian/Pacific Islander,26,Female,No College Degree,Less than $50k,Other Religion,A Few Times a Year,No Preference,"Independent, leans neither",50,50,0,50,70,70,60,50,70,85,100,60,70,85,85,70,60,60,60,50,50,70,85,85,100
NA,White,40,Female,College Degree,Between $50k and $100k,Undifferentiated Christian,NA,Independent,"Independent, leans Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,White,81,Female,College Degree,Less than $50k,Roman Catholic,Every Week,Republican,Strong Republican,40,70,50,40,100,100,60,85,85,70,85,85,85,85,60,70,85,60,100,100,30,100,60,100,60
NA,White,49,Female,No College Degree,Between $50k and $100k,Evangelical Protestant,Every Week,Independent,"Independent, leans Republican",40,85,50,50,70,85,70,30,50,95,100,50,70,70,100,50,50,100,100,100,70,15,100,100,100
Working Class,White,59,Male,No College Degree,Between $50k and $100k,Roman Catholic,A Few Times a Year,Republican,Strong Republican,40,85,50,50,50,NA,60,85,40,50,70,85,85,60,50,60,70,50,85,70,85,85,50,85,50
Middle Class,White,42,Female,College Degree,Between $100k and $250k,Roman Catholic,A Few Times a Year,Democrat,Weak Democrat,60,15,50,60,60,85,40,70,50,60,50,60,50,85,50,40,50,50,50,50,30,85,50,70,60
NA,Hispanic,34,Male,No College Degree,Between $50k and $100k,Roman Catholic,NA,Independent,"Independent, leans neither",50,50,NA,NA,NA,70,70,70,70,70,70,85,70,50,50,50,70,50,70,70,60,50,50,70,70
Middle Class,White,46,Female,College Degree,Between $100k and $250k,Not Religious,NA,Independent,"Independent, leans Democrat",60,15,40,60,0,70,85,85,85,0,85,40,60,0,85,60,85,85,85,85,70,85,85,85,85
Middle Class,White,36,Male,College Degree,Between $50k and $100k,Undifferentiated Christian,Almost Every Week,Independent,"Independent, leans Republican",0,60,90,15,NA,50,0,70,30,40,90,60,60,80,90,50,50,90,100,90,50,80,90,100,0
Middle Class,White,63,Male,College Degree,Between $100k and $250k,Mainline Protestant,NA,Independent,"Independent, leans Republican",15,60,NA,NA,85,70,70,40,15,15,60,40,85,85,50,30,85,50,85,70,40,70,50,85,50
Working Class,White,45,Female,No College Degree,Less than $50k,Roman Catholic,NA,Independent,"Independent, leans Democrat",70,50,50,50,50,80,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,70,50,50,50
Working Class,Hispanic,NA,Female,No College Degree,Less than $50k,Evangelical Protestant,Once or Twice a Month,Democrat,Weak Democrat,50,50,50,50,50,60,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,0,50,100
Middle Class,White,71,Female,No College Degree,Between $100k and $250k,Undifferentiated Christian,A Few Times a Year,Republican,Weak Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Class,White,73,Female,No College Degree,Less than $50k,Not Religious,NA,Independent,"Independent, leans neither",70,0,50,60,70,100,60,60,60,40,70,40,50,60,70,60,60,60,70,70,60,85,70,85,70
Lower Class,White,83,Female,No College Degree,Less than $50k,Evangelical Protestant,Every Week,Republican,Strong Republican,0,85,50,50,50,50,70,60,50,50,70,50,70,50,0,50,50,0,85,85,50,70,0,85,50
Working Class,White,40,Female,No College Degree,Less than $50k,Undifferentiated Christian,A Few Times a Year,Republican,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Asian/Pacific Islander,56,Male,College Degree,Less than $50k,Roman Catholic,Every Week,Republican,Weak Republican,60,100,NA,30,85,100,50,70,40,85,100,70,100,85,70,85,85,85,100,70,85,70,50,85,70
